第1列,单词,释义
定罪，宣判,conviction,n.定罪，判罪。信念，坚定，深信
,plead,"v.乞求，恳求，为..辩护，认罪，申辩，推脱，找借口。plead with sb for sth. She pleaded with him not go to 恳求他不要离开。
plead for ..为..辩护。plead against 反驳。plead guilty 服罪。plead not guilty 不服罪。pleading eyes 乞求的眼神。"
,pleader,辩论者，答辩人，律师/请愿者。
,plea,请求。
,pledge,n.v.保证，誓言；抵押，典当，抵押品。They pledged never to tell the secret。be in pledge 在抵押中。be under pledge 发了誓。hold something in pledge 以某物为担保，以某物做抵押。pledge oneself 宣誓，保证。redeem someone's pledge 赎回抵押品，履行谎言。
,motto,n.校训，格言。
,peddle,v.兜售，挨户销售。
,paddle,船桨，划桨。
,rudder,船舵，方向机舵
,hull,n.船体；果实的外壳。
,feeder,n.支线，支流；喂食器，奶瓶；饲养员。
,feeder vessel,支线船舶。
,propeller,螺旋浆，推进器
,fiddle,v.不停摆弄。篡改，伪造。拉小提琴。v.小提琴；欺诈，骗局。 Fit as a fiddle 形容胖。
,deception,n.欺骗，骗局，骗术，诡计。
,deceptive,adj.欺骗性的，造成假象的。
,conception,n.构思，设想，观点，怀孕，受孕。beyond conception 不可思议。
,inception,开端
,reception,"n.接待，前台，招待会。
receptive adj.愿意倾听的，乐于接受的"
,perception,n.知觉，感知，观念，看法，洞察力。
,interception,"n.拦截，侦听，截取，截击。
-- ception后缀，表示概念或行为。"
,intercept,v.拦截
,perspective,"n.视角，观点，洞察力。For a long-time perspective 从长远来看。注意它本身就是名词，没有 perspection.
""Perspective"" 可以影响一个人的 ""perception""。即一个人的立场会影响他们对事物的看法和理解。"
,retrospect,n.回顾，回想。v.回顾，追溯。
,retrospective,adj.回顾的，回想的，溯及以往的。n.回顾展。
犯罪行为,gamble,"v. 冒风险；碰运气；以…为赌注 n. 赌博；打赌；冒险"""
犯罪行为,burglar,窃贼，夜盗
犯罪行为,thug,n.暴徒，恶棍，罪犯
犯罪行为,vallain,n.坏人，恶棍
犯罪行为,deceiver,骗子
犯罪行为,robbery,"n.抢劫，盗窃，掠夺。Are once safe city streets increasingly defined by chaos, robberies,assaults, homicides, reckless and random violence with no regard for age, gender, or in some cases, apparent motivation of any kind."
犯罪行为,repeat offenders,惯犯。
犯罪行为,sinister,adj. 不吉祥的，邪恶的；有凶兆的
犯罪行为,sin,罪
犯罪行为,arson,纵火罪
犯罪行为,abduct,"v.绑架,诱拐"
犯罪行为,extort,v.敲诈，勒索，强夺。
犯罪行为,blackmail,n.v.勒索，讹诈。
犯罪行为,throat slit,割喉
犯罪行为,sinister,adj. 不吉祥的，邪恶的；有凶兆的
犯罪行为,perpetrator,作恶者，行凶者，犯罪者。traffic accident perpetators 交通肇事者。perpetrator of violence.
犯罪行为,perpetrate,v.做坏事，犯罪。Hamas perpetrated the biggest massacre of Jews.
犯罪行为,culprit,"n.罪犯，肇事者。The real culprit behind the scenes is Iran - a known sponsor of terror group.
traitor 叛徒，卖国贼。turn traitor on one's country
treason n.叛逆，通敌，背叛
betray v.背叛，出卖，泄露
betrayal n.背叛"
犯罪行为,deport,v.驱逐出境，递解出境。
犯罪行为,inmate,n.囚犯。It's really a case of the inmates running the asylum 囚犯经营收容所的案例。
犯罪行为,captivity,监禁，关押。
犯罪行为,gullible,adj.易受骗的，轻信的。gullibility n.易受骗，轻信。
犯罪行为,fraud,n.欺诈，骗局，诡计，骗子。伪劣品，冒牌货。
犯罪行为,fraught,"adj.充满(不愉快事物)的，令人担心的，焦虑的，苦恼的。Their marriage has been fraught with questions. 他们的婚姻充满了问题。be fraught with = be full of. This is an increasingly complex and fraught world 这是一个日益复杂、充满危机的世界。
drought n.干旱。"
,loitering,n.流浪罪，街头滞留罪。
,trespassing,n.擅自进入
,smuggle,v.走私，偷运；偷偷携带，夹带
,scam,n.欺诈，骗局
,hype,n.v. 大肆的宣传广告，炒作，欺骗。AI will move from hype into the real economy.
,fugitive,adj.逃亡的；无常的；易变的 n.逃亡者；难捕捉之物。He is a fugitive from justice.
,rebel,n.造反者，反抗者，叛逆者。v.反叛，造反；违抗，反抗。adj.造反的，反抗的。
,rebellion,"n,造反，反抗；叛逆。"
,mooch,vt.偷；央求 vi.漫步，彷徨 n.闲逛，想讨便宜的顾客。mooch off somebody 向某人要钱。
,forsake,v.抛弃，遗弃，离开。Dogs are loyal and never forsake their master 狗很忠诚，从不背叛它们的主人。
,accuse,v.责备，控告。a man accused of killing.
,accusation,n.控告，指责 make accusation
,assent,n.v.同意，赞成
,brazen,adj 厚颜无耻的，明目张胆的。A woman on a mobility scooter brazenly attacked.
,blatant,"adj 公然的，明目张胆的。His explanations were blatant lies to gain your sympathy. 旨在博得你同情的赤裸裸的慌言。
There are leaders in other country who blatantly incite people with hateful rhetoric 公然用仇恨的言论煽动人们。"
,unprovoked,adj 未受挑衅的，无端的
,bleed,流血。bled/bled。he was stabbed and bled out.
逃跑，逃避，规避,flee fled fled,逃跑
逃跑，逃避，规避,fleet,n.船队，车队，机队
逃跑，逃避，规避,fleeting,adj.短暂的，飞逝的。A shooting star is a fleeting glimpse of eternity （恋恋）
逃跑，逃避，规避,evade,v.规避，逃避；难倒，使困惑。evade the question 回避问题，evade obligations 规避义务，evade payment of tax 逃税。
起义,revolt,n.v.叛乱，起义，反抗
骚乱 ,riot,n.暴乱，骚乱，丰富多彩。v.闹事，骚乱。full-blown race riots 全面的种族骚乱
骚乱 ,rioter,暴徒
骚乱 ,mob,暴民，大举包围
骚乱 ,outbreak,n.（战争、疾病、暴力等的）爆发，突然发生。Hundreds dead over two major outbreaks that year.
骚乱 ,clash,冲突
攻击,assault,n.v.攻击，袭击。safeguard our liberty against the truly deadly assault that is Islamic ideology.
攻击,assail,"v.攻击，困扰，袭击，抨击。在新闻英语中 assail = denounce 谴责, 抨击。"
攻击,assailant,n.攻击者，行凶者。adj 攻击的
攻击,raid,n.抢劫，突袭，突击检查。 air raid 空袭。
攻击,grapple,v.扭打，搏斗。
攻击,ferocious,adj.凶猛的，残暴的，激烈的
攻击,ferociously,adv.残忍的，野蛮地，凶猛地。
攻击,frenzy,n.疯狂，狂乱
攻击,frenzied,adj 疯狂的，狂暴的
反抗，蔑视,defy,"v.反抗，藐视，挑衅，抗住。de+fight。I wouldn't have dared to defy my teachers. defy sb to do sth 谅某人不会做某事。
Steam engines allow ships to defy wind and tide 蒸气机允许船只无视风向和潮汐。"
反抗，蔑视,defiant,"adj.公然违抗的，挑衅的。
反：compliant 顺从的"
反抗，蔑视,defiance,n.蔑视，挑战，反抗。His defiance of the law cost him dearly 付出沉重代价。
反抗，蔑视,defence,n.防御，防卫
反抗，蔑视,resistant,"adj.抵制的，反抗的。Although such policies have been tried for years, banks have been resistant."
反抗，蔑视,contempt,"n.蔑视, 轻蔑, 鄙视, （对规则、危险等的）藐视"
反抗，蔑视,indignity,"n.侮辱，轻蔑。
dignity n.尊严。"
反抗，蔑视,indignant,adj.愤怒的
反抗，蔑视,indignation,n.愤怒。
反抗，蔑视,humiliation,"n.丢脸，蒙羞

oppose,defy,withstand,resist
这些动词均含有“反抗、抵抗”之意。"
反抗，蔑视,oppose,普通用词，可表不同程度的抵抗。
反抗，蔑视,defy,指公开地、勇敢地反对或抵抗，有时含公然挑衅之意。
反抗，蔑视,withstand,较正式用词，指坚强地抵抗攻击或压力，有时也指抗拒影响或吸引力。
反抗，蔑视,resist,指积极地反抗一种攻击、暴力或诱惑。
支持，拥护，提议,advocate,n.律师，提倡者，支持者。v.提倡，拥护，鼓吹，辩护。=champion(拥护）
支持，拥护，提议,champion,n.冠军，拥护者。v.保卫，拥护。
支持，拥护，提议,proponent,n.支持者，拥护者。=supportor =advocate
支持，拥护，提议,propose,v.计划，打算，建议，求婚。
支持，拥护，提议,proposer,n.提议人，建议人。
支持，拥护，提议,proposal,n.提出，建议，提议，计划，求婚。
经验老道的,veteran,"n.老兵，老手，退伍军人。adj.经验老道的。veteran car 老爷车。
=experienced = practiced = sophisticated = worldly-wise"
,gesture,n. 手势；姿态 v. 打手势
,posture,"n. 态度, （坐立的）姿势, 看法, 立场 v. 故作姿态, 装样子 (She maintains an upright posture as she stands on the stage.)"
,portrait,肖像
发光,beam,"梁，光线 (beam of flashlight, beam at sb.微笑着向某人说，balance beam 平衡木)"
发光,gleam,"v. 发微光；闪烁；隐约闪光, (在眼中)闪现 n. 闪烁；闪亮；闪现 (the moonlight gleamed on the water. gleam of daylight 黎明的曙光)"
发光,glitter,"v. 闪耀, 闪亮, 光彩夺目, 闪现（某种强烈情感）n. 闪耀, 闪烁, 灿烂的光辉, 流露 (stars glitter)"
发光,radiate,发出(光或热）
发光,sheen,"n. 光泽，光辉
--"
发光,blaze,指猛烈燃烧所发生强烈的光。
发光,flame,指一条或多条火舌，多用复数形式，指由许多火舌构成的大火。
发光,flare,指摇曳的火焰。
发光,glow,指像冶炼铁和钢时发出的红光。
发光,glare,指眩目的光，流动的光。比如后车在前车反光镜上造成的眩光。
发光,flash,指突然发出而随即消失的闪光。
发光,glitter,指连续发出闪烁不定的光，如珠宝的闪光。
发光,twinkle,指如星光等的闪烁。
发光,flicker,如蜡烛的闪烁，摇曳。(flick 是弹指）
发光,glint,"n,v. 闪亮, 闪光, （眼睛）流露出（强烈情感）(The river glinted in the moonlight)"
发光,glimmer,n.v. 微弱的闪光，闪烁的微光 (the night sky glimmered with stars) = gleam
发光,glim,灯光，烛光，微弱的迹象
发光,glisten,v.闪耀，如眼泪、露珠 (his eyes were glistening with tears)
发光,glare,n.v. 怒视，瞪眼，发出强光。stare 凝视
,grave,"n. 坟墓, 墓地, 墓穴, 死 adj. 重要的, 严重的 v. 刻,  铭记 adv. 庄重地；严肃地
brave 勇敢
engrave v.雕刻(文字、图案），铭刻在记忆中"
,gravel,n.碎石，砂砾。v.用砂砾铺地
,rubble,n.瓦砾，碎石。
,grove,小树林，小果园
,grope,v. 摸索；搜寻；猥亵；摸（某人）身体 n. 猥亵；抚摸
,cemetery,墓地，公墓
和谐，调和，协调,harmony,"n. 融洽, 和睦; 和声; 和谐, 协调 (in/out of harmony with 与...协调/不协调，不融洽）"
和谐，调和，协调,harmonious,adj 和谐的
和谐，调和，协调,rapport,n.融洽，和谐，亲善。build a close rapport between ..
和谐，调和，协调,reconcile,v.调和，使协调一致；(使)和解；调停，调解；核对，查核(账目)。
和谐，调和，协调,reconciliation,n.和解，复交；协调，和谐一致；对账。
传承,offspring,n. 子女，后代；幼崽；幼苗
传承,descent,下降，血统。
传承,descendant,子孙，后代
传承,heir,"n. 继承人, 后嗣, 传人 v. 继承"
传承,heritage,"n. 遗产, 传统; 继承物; 遗留物"
传承,brood,n. 一窝鸟 v. 孵；焦虑，忧思 (a large brood of children 一大群子女)。
传承,brood on,沉思，忧虑，长时间的担心某件事。We might obsessively brood on our feelings 对自己的感觉过度焦虑。
,hoist,n. 起重机；吊车 v. 升起，升高，举起，提升
,moist,
,hospitality,n. 好客，殷勤；（款待客人的）食物、饮料、服务等
,hospitable,热情好客的
,hostile,adj.敌对的，敌意的，敌人的，强烈反对的。n.敌对分子。
,hostility,敌意
幻觉，错觉，迷惑，晕,illusion,n. 幻觉，错觉；错误的信仰（分辨幻想和现实）
